EventId,EventTemplate,Content,ParameterList
E25,Saved output of task 'attempt_<*>' to hdfs://<*>,Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003,"['201706092018_0025_m_000003_1198', '10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003']"
E1,attempt_<*>: Committed,attempt_201706092018_0025_m_000003_1198: Committed,['201706092018_0025_m_000003_1198']
E25,Saved output of task 'attempt_<*>' to hdfs://<*>,Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000,"['201706092018_0025_m_000000_1166', '10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000']"
E1,attempt_<*>: Committed,attempt_201706092018_0025_m_000000_1166: Committed,['201706092018_0025_m_000000_1166']
E25,Saved output of task 'attempt_<*>' to hdfs://<*>,Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002,"['201706092018_0025_m_000002_1194', '10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002']"
E25,Saved output of task 'attempt_<*>' to hdfs://<*>,Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001,"['201706092018_0025_m_000001_1180', '10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001']"
E1,attempt_<*>: Committed,attempt_201706092018_0025_m_000002_1194: Committed,['201706092018_0025_m_000002_1194']
E1,attempt_<*>: Committed,attempt_201706092018_0025_m_000001_1180: Committed,['201706092018_0025_m_000001_1180']
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 25.0 (TID 1198). 2364 bytes result sent to driver,"['3.0', '25.0', '1198', '2364']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 25.0 (TID 1166). 2364 bytes result sent to driver,"['0.0', '25.0', '1166', '2364']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 25.0 (TID 1194). 2364 bytes result sent to driver,"['2.0', '25.0', '1194', '2364']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 25.0 (TID 1180). 2364 bytes result sent to driver,"['1.0', '25.0', '1180', '2364']"
E11,Got assigned task <*>,Got assigned task 1200,['1200']
E11,Got assigned task <*>,Got assigned task 1201,['1201']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 26.0 (TID 1200),"['0.0', '26.0', '1200']"
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 26.0 (TID 1201),"['1.0', '26.0', '1201']"
E11,Got assigned task <*>,Got assigned task 1202,['1202']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 26.0 (TID 1202),"['2.0', '26.0', '1202']"
E11,Got assigned task <*>,Got assigned task 1203,['1203']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 26.0 (TID 1203),"['3.0', '26.0', '1203']"
E11,Got assigned task <*>,Got assigned task 1204,['1204']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 26.0 (TID 1204),"['4.0', '26.0', '1204']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 37,['37']
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_37_piece0 stored as bytes in memory (estimated size 5.2 KB, free 569.5 KB)","['broadcast_37_piece0', '5.2 KB', '569.5 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 37 took 14 ms,"['37', '14']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_37 stored as values in memory (estimated size 8.8 KB, free 500.9 KB)","['broadcast_37', '8.8 KB', '500.9 KB']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_0 not found, computing it",['42_0']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292']
E29,Started reading broadcast variable <*>,Started reading broadcast variable 36,['36']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_4 not found, computing it",['42_4']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_3 not found, computing it",['42_3']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_2 not found, computing it",['42_2']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_1 not found, computing it",['42_1']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292']
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_36_piece0 stored as bytes in memory (estimated size 21.4 KB, free 522.3 KB)","['broadcast_36_piece0', '21.4 KB', '522.3 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 36 took 11 ms,"['36', '11']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_36 stored as values in memory (estimated size 281.6 KB, free 803.9 KB)","['broadcast_36', '281.6 KB', '803.9 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 47, boot = -8758, init = 8800, finish = 5","['47', '-8758', '8800', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)","['rdd_42_0', '913.0 B', '804.8 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 55, boot = -8764, init = 8814, finish = 5","['55', '-8764', '8814', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 55, boot = -8768, init = 8818, finish = 5","['55', '-8768', '8818', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 59, boot = -8772, init = 8826, finish = 5","['59', '-8772', '8826', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 60, boot = -8772, init = 8827, finish = 5","['60', '-8772', '8827', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)","['rdd_42_4', '890.0 B', '805.7 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)","['rdd_42_2', '850.0 B', '806.5 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)","['rdd_42_1', '935.0 B', '807.4 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)","['rdd_42_3', '930.0 B', '808.4 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 25, init = 16, finish = 1","['42', '25', '16', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 26.0 (TID 1200). 2703 bytes result sent to driver,"['0.0', '26.0', '1200', '2703']"
E11,Got assigned task <*>,Got assigned task 1205,['1205']
E24,Running task <*> in stage <*> (TID <*>),Running task 5.0 in stage 26.0 (TID 1205),"['5.0', '26.0', '1205']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 21, init = 20, finish = 0","['41', '21', '20', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 20, init = 20, finish = 1","['41', '20', '20', '1']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_5 not found, computing it",['42_5']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 23, init = 19, finish = 0","['42', '23', '19', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 20, init = 21, finish = 1","['42', '20', '21', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 26.0 (TID 1204). 2703 bytes result sent to driver,"['4.0', '26.0', '1204', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 26.0 (TID 1202). 2703 bytes result sent to driver,"['2.0', '26.0', '1202', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 26.0 (TID 1201). 2703 bytes result sent to driver,"['1.0', '26.0', '1201', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 26.0 (TID 1203). 2703 bytes result sent to driver,"['3.0', '26.0', '1203', '2703']"
E11,Got assigned task <*>,Got assigned task 1206,['1206']
E24,Running task <*> in stage <*> (TID <*>),Running task 6.0 in stage 26.0 (TID 1206),"['6.0', '26.0', '1206']"
E11,Got assigned task <*>,Got assigned task 1207,['1207']
E24,Running task <*> in stage <*> (TID <*>),Running task 7.0 in stage 26.0 (TID 1207),"['7.0', '26.0', '1207']"
E11,Got assigned task <*>,Got assigned task 1208,['1208']
E24,Running task <*> in stage <*> (TID <*>),Running task 8.0 in stage 26.0 (TID 1208),"['8.0', '26.0', '1208']"
E11,Got assigned task <*>,Got assigned task 1209,['1209']
E24,Running task <*> in stage <*> (TID <*>),Running task 9.0 in stage 26.0 (TID 1209),"['9.0', '26.0', '1209']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_6 not found, computing it",['42_6']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_7 not found, computing it",['42_7']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_8 not found, computing it",['42_8']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_9 not found, computing it",['42_9']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 54, boot = 21, init = 28, finish = 5","['54', '21', '28', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)","['rdd_42_5', '930.0 B', '809.3 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 57, boot = 11, init = 41, finish = 5","['57', '11', '41', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 53, boot = 7, init = 41, finish = 5","['53', '7', '41', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 58, boot = 7, init = 46, finish = 5","['58', '7', '46', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_6 stored as bytes in memory (estimated size 559.0 B, free 809.8 KB)","['rdd_42_6', '559.0 B', '809.8 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_9 stored as bytes in memory (estimated size 950.0 B, free 810.7 KB)","['rdd_42_9', '950.0 B', '810.7 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 65, boot = 10, init = 45, finish = 10","['65', '10', '45', '10']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_8 stored as bytes in memory (estimated size 869.0 B, free 811.6 KB)","['rdd_42_8', '869.0 B', '811.6 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_7 stored as bytes in memory (estimated size 640.0 B, free 812.2 KB)","['rdd_42_7', '640.0 B', '812.2 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 45, boot = 19, init = 26, finish = 0","['45', '19', '26', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 5.0 in stage 26.0 (TID 1205). 2705 bytes result sent to driver,"['5.0', '26.0', '1205', '2705']"
E11,Got assigned task <*>,Got assigned task 1210,['1210']
E24,Running task <*> in stage <*> (TID <*>),Running task 10.0 in stage 26.0 (TID 1210),"['10.0', '26.0', '1210']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_10 not found, computing it",['42_10']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:72920+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:72920+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 24, init = 17, finish = 0","['41', '24', '17', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 18, init = 20, finish = 0","['38', '18', '20', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 18, init = 21, finish = 0","['39', '18', '21', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 6.0 in stage 26.0 (TID 1206). 2697 bytes result sent to driver,"['6.0', '26.0', '1206', '2697']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 9.0 in stage 26.0 (TID 1209). 2703 bytes result sent to driver,"['9.0', '26.0', '1209', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 8.0 in stage 26.0 (TID 1208). 2703 bytes result sent to driver,"['8.0', '26.0', '1208', '2703']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 22, init = 19, finish = 1","['42', '22', '19', '1']"
E11,Got assigned task <*>,Got assigned task 1211,['1211']
E24,Running task <*> in stage <*> (TID <*>),Running task 11.0 in stage 26.0 (TID 1211),"['11.0', '26.0', '1211']"
E11,Got assigned task <*>,Got assigned task 1212,['1212']
E24,Running task <*> in stage <*> (TID <*>),Running task 12.0 in stage 26.0 (TID 1212),"['12.0', '26.0', '1212']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 7.0 in stage 26.0 (TID 1207). 2699 bytes result sent to driver,"['7.0', '26.0', '1207', '2699']"
E11,Got assigned task <*>,Got assigned task 1213,['1213']
E24,Running task <*> in stage <*> (TID <*>),Running task 13.0 in stage 26.0 (TID 1213),"['13.0', '26.0', '1213']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_11 not found, computing it",['42_11']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292']
E11,Got assigned task <*>,Got assigned task 1214,['1214']
E24,Running task <*> in stage <*> (TID <*>),Running task 14.0 in stage 26.0 (TID 1214),"['14.0', '26.0', '1214']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_12 not found, computing it",['42_12']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_13 not found, computing it",['42_13']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_14 not found, computing it",['42_14']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 48, boot = 8, init = 35, finish = 5","['48', '8', '35', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)","['rdd_42_10', '948.0 B', '813.1 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 48, boot = 10, init = 33, finish = 5","['48', '10', '33', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)","['rdd_42_11', '920.0 B', '814.0 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 51, boot = 3, init = 43, finish = 5","['51', '3', '43', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)","['rdd_42_13', '912.0 B', '814.9 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 56, boot = 10, init = 40, finish = 6","['56', '10', '40', '6']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 58, boot = 13, init = 40, finish = 5","['58', '13', '40', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)","['rdd_42_12', '852.0 B', '815.8 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)","['rdd_42_14', '834.0 B', '816.6 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 17, init = 24, finish = 1","['42', '17', '24', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 10.0 in stage 26.0 (TID 1210). 2703 bytes result sent to driver,"['10.0', '26.0', '1210', '2703']"
E11,Got assigned task <*>,Got assigned task 1215,['1215']
E24,Running task <*> in stage <*> (TID <*>),Running task 15.0 in stage 26.0 (TID 1215),"['15.0', '26.0', '1215']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_15 not found, computing it",['42_15']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 21, init = 20, finish = 0","['41', '21', '20', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 20, init = 18, finish = 1","['39', '20', '18', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 11.0 in stage 26.0 (TID 1211). 2703 bytes result sent to driver,"['11.0', '26.0', '1211', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 13.0 in stage 26.0 (TID 1213). 2703 bytes result sent to driver,"['13.0', '26.0', '1213', '2703']"
E11,Got assigned task <*>,Got assigned task 1216,['1216']
E24,Running task <*> in stage <*> (TID <*>),Running task 16.0 in stage 26.0 (TID 1216),"['16.0', '26.0', '1216']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 22, init = 18, finish = 0","['40', '22', '18', '0']"
E11,Got assigned task <*>,Got assigned task 1217,['1217']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 24, init = 14, finish = 1","['39', '24', '14', '1']"
E24,Running task <*> in stage <*> (TID <*>),Running task 17.0 in stage 26.0 (TID 1217),"['17.0', '26.0', '1217']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_16 not found, computing it",['42_16']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:116672+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:116672+7292']
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 12.0 in stage 26.0 (TID 1212). 2703 bytes result sent to driver,"['12.0', '26.0', '1212', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 14.0 in stage 26.0 (TID 1214). 2703 bytes result sent to driver,"['14.0', '26.0', '1214', '2703']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_17 not found, computing it",['42_17']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:123964+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:123964+7292']
E11,Got assigned task <*>,Got assigned task 1218,['1218']
E24,Running task <*> in stage <*> (TID <*>),Running task 18.0 in stage 26.0 (TID 1218),"['18.0', '26.0', '1218']"
E11,Got assigned task <*>,Got assigned task 1219,['1219']
E24,Running task <*> in stage <*> (TID <*>),Running task 19.0 in stage 26.0 (TID 1219),"['19.0', '26.0', '1219']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_18 not found, computing it",['42_18']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:131256+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:131256+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_19 not found, computing it",['42_19']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:138548+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:138548+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 49, boot = 16, init = 28, finish = 5","['49', '16', '28', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_15 stored as bytes in memory (estimated size 913.0 B, free 817.5 KB)","['rdd_42_15', '913.0 B', '817.5 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 53, boot = 14, init = 34, finish = 5","['53', '14', '34', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 52, boot = 13, init = 34, finish = 5","['52', '13', '34', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_16 stored as bytes in memory (estimated size 748.0 B, free 818.2 KB)","['rdd_42_16', '748.0 B', '818.2 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_17 stored as bytes in memory (estimated size 836.0 B, free 819.0 KB)","['rdd_42_17', '836.0 B', '819.0 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 50, boot = 7, init = 38, finish = 5","['50', '7', '38', '5']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 52, boot = 2, init = 45, finish = 5","['52', '2', '45', '5']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_19 stored as bytes in memory (estimated size 920.0 B, free 819.9 KB)","['rdd_42_19', '920.0 B', '819.9 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_18 stored as bytes in memory (estimated size 955.0 B, free 820.8 KB)","['rdd_42_18', '955.0 B', '820.8 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 16, init = 22, finish = 0","['38', '16', '22', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 15.0 in stage 26.0 (TID 1215). 2705 bytes result sent to driver,"['15.0', '26.0', '1215', '2705']"
E11,Got assigned task <*>,Got assigned task 1220,['1220']
E24,Running task <*> in stage <*> (TID <*>),Running task 20.0 in stage 26.0 (TID 1220),"['20.0', '26.0', '1220']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_20 not found, computing it",['42_20']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:145840+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:145840+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 24, init = 14, finish = 0","['38', '24', '14', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 43, boot = 23, init = 19, finish = 1","['43', '23', '19', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 16.0 in stage 26.0 (TID 1216). 2701 bytes result sent to driver,"['16.0', '26.0', '1216', '2701']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 17.0 in stage 26.0 (TID 1217). 2701 bytes result sent to driver,"['17.0', '26.0', '1217', '2701']"
E11,Got assigned task <*>,Got assigned task 1221,['1221']
E24,Running task <*> in stage <*> (TID <*>),Running task 21.0 in stage 26.0 (TID 1221),"['21.0', '26.0', '1221']"
E11,Got assigned task <*>,Got assigned task 1222,['1222']
E24,Running task <*> in stage <*> (TID <*>),Running task 22.0 in stage 26.0 (TID 1222),"['22.0', '26.0', '1222']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_21 not found, computing it",['42_21']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:153132+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:153132+7292']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_42_22 not found, computing it",['42_22']
E12,Input split: hdfs://<*>,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:160424+7292,['10.10.34.11:9000/pjhe/logs/2kSOSP.log:160424+7292']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 20, init = 18, finish = 0","['38', '20', '18', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 20, init = 21, finish = 0","['41', '20', '21', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 18.0 in stage 26.0 (TID 1218). 2703 bytes result sent to driver,"['18.0', '26.0', '1218', '2703']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 19.0 in stage 26.0 (TID 1219). 2705 bytes result sent to driver,"['19.0', '26.0', '1219', '2705']"
E11,Got assigned task <*>,Got assigned task 1223,['1223']
