,EventId,EventTemplate,Content,ParameterList
1028,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1029,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1030,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1031,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1032,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1033,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1034,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1035,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1036,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1037,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1038,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1039,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1040,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1041,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1042,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1043,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1044,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1045,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1046,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1047,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1048,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1049,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1050,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1051,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1052,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1053,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1054,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1055,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1056,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1057,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1058,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1059,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1060,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1061,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1062,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1063,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1064,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1065,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1066,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1067,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1068,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1069,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1070,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1071,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1072,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1073,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1074,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1075,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1076,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1077,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1078,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1079,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1080,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1081,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1082,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1083,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1084,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1085,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1086,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1087,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1088,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1089,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1090,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1091,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1092,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1093,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1094,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE']
1095,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SYSTEM,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SYSTEM']
1096,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY']
1097,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SAM,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SAM']
1098,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/COMPONENTS,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/COMPONENTS']
1099,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT']
1100,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat']
1101,E49,Unloading offline registry hive: <*>,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/schema.dat,['{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/schema.dat']
1102,E19,Failed to create backup log cab. [HRESULT = <*> - ERROR_INVALID_FUNCTION],Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION],['0x80070001']
1103,E4,<*> CSI Store <*> (<*>) initialized,0000000b CSI Store 3065408 (0x00000000002ec640) initialized,"['0000000b', '3065408', '0x00000000002ec640']"
1104,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546354_2823393669 initialized by client WindowsUpdateAgent.,['30546354_2823393669']
1105,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546354_2824723745 initialized by client WindowsUpdateAgent.,['30546354_2824723745']
1106,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1107,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1108,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1109,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1110,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1111,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1112,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1113,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1114,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1115,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1116,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1117,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1118,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1119,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1120,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1121,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1122,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1123,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1124,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1125,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1126,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1127,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1128,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1129,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1130,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1131,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1132,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1133,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1134,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1135,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1136,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1137,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1138,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1139,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1140,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1141,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1142,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1143,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1144,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1145,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1146,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1147,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1148,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1149,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1150,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1151,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1152,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1153,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1154,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1155,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1156,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1157,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1158,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1159,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1160,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1161,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1162,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1163,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1164,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1165,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1166,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1167,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1168,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1169,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1170,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1171,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1172,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1173,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1174,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1175,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1176,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1177,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1178,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1179,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1180,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1181,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1182,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1183,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1184,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1185,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1186,E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
1187,E50,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,[]
1188,E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],['0x800f080d']
